filepath,label
Actor_03\03-01-02-01-02-01-03.pt,2
Actor_03\03-01-02-01-02-02-03.pt,2
Actor_03\03-01-02-02-01-01-03.pt,2
Actor_03\03-01-02-02-01-02-03.pt,2
Actor_03\03-01-02-02-02-01-03.pt,2
Actor_03\03-01-02-02-02-02-03.pt,2
Actor_03\03-01-03-01-01-01-03.pt,3
Actor_03\03-01-03-01-01-02-03.pt,3
Actor_03\03-01-03-01-02-01-03.pt,3
Actor_03\03-01-03-01-02-02-03.pt,3
Actor_03\03-01-03-02-01-01-03.pt,3
Actor_03\03-01-03-02-01-02-03.pt,3
Actor_03\03-01-03-02-02-01-03.pt,3
Actor_03\03-01-03-02-02-02-03.pt,3
Actor_03\03-01-04-01-01-01-03.pt,4
Actor_03\03-01-04-01-01-02-03.pt,4
Actor_03\03-01-04-01-02-01-03.pt,4
Actor_03\03-01-04-01-02-02-03.pt,4
Actor_03\03-01-04-02-01-01-03.pt,4
Actor_03\03-01-04-02-01-02-03.pt,4
Actor_03\03-01-04-02-02-01-03.pt,4
Actor_03\03-01-04-02-02-02-03.pt,4
Actor_03\03-01-05-01-01-01-03.pt,5
Actor_03\03-01-05-01-01-02-03.pt,5
Actor_03\03-01-05-01-02-01-03.pt,5
Actor_03\03-01-05-01-02-02-03.pt,5
Actor_03\03-01-05-02-01-01-03.pt,5
Actor_03\03-01-05-02-01-02-03.pt,5
Actor_03\03-01-05-02-02-01-03.pt,5
Actor_03\03-01-05-02-02-02-03.pt,5
Actor_03\03-01-06-01-01-01-03.pt,6
Actor_03\03-01-06-01-01-02-03.pt,6
Actor_03\03-01-06-01-02-01-03.pt,6
Actor_03\03-01-06-01-02-02-03.pt,6
Actor_03\03-01-06-02-01-01-03.pt,6
Actor_03\03-01-06-02-01-02-03.pt,6
Actor_03\03-01-06-02-02-01-03.pt,6
Actor_03\03-01-06-02-02-02-03.pt,6
Actor_03\03-01-07-01-01-01-03.pt,7
Actor_03\03-01-07-01-01-02-03.pt,7
Actor_03\03-01-07-01-02-01-03.pt,7
Actor_03\03-01-07-01-02-02-03.pt,7
Actor_03\03-01-07-02-01-01-03.pt,7
Actor_03\03-01-07-02-01-02-03.pt,7
Actor_03\03-01-07-02-02-01-03.pt,7
Actor_03\03-01-07-02-02-02-03.pt,7
Actor_03\03-01-08-01-01-01-03.pt,8
Actor_03\03-01-08-01-01-02-03.pt,8
Actor_03\03-01-08-01-02-01-03.pt,8
Actor_03\03-01-08-01-02-02-03.pt,8
Actor_03\03-01-08-02-01-01-03.pt,8
Actor_03\03-01-08-02-01-02-03.pt,8
Actor_03\03-01-08-02-02-01-03.pt,8
Actor_03\03-01-08-02-02-02-03.pt,8
Actor_04\03-01-01-01-01-01-04.pt,1
Actor_04\03-01-01-01-01-02-04.pt,1
Actor_04\03-01-01-01-02-01-04.pt,1
Actor_04\03-01-01-01-02-02-04.pt,1
Actor_04\03-01-02-01-01-01-04.pt,2
Actor_04\03-01-02-01-01-02-04.pt,2
Actor_04\03-01-02-01-02-01-04.pt,2
Actor_04\03-01-02-01-02-02-04.pt,2
Actor_04\03-01-02-02-01-01-04.pt,2
Actor_04\03-01-02-02-01-02-04.pt,2
Actor_04\03-01-02-02-02-01-04.pt,2
Actor_04\03-01-02-02-02-02-04.pt,2
Actor_04\03-01-03-01-01-01-04.pt,3
Actor_04\03-01-03-01-01-02-04.pt,3
Actor_04\03-01-03-01-02-01-04.pt,3
Actor_04\03-01-03-01-02-02-04.pt,3
Actor_04\03-01-03-02-01-01-04.pt,3
Actor_04\03-01-03-02-01-02-04.pt,3
Actor_04\03-01-03-02-02-01-04.pt,3
Actor_04\03-01-03-02-02-02-04.pt,3
Actor_04\03-01-04-01-01-01-04.pt,4
Actor_04\03-01-04-01-01-02-04.pt,4
Actor_04\03-01-04-01-02-01-04.pt,4
Actor_04\03-01-04-01-02-02-04.pt,4
Actor_04\03-01-04-02-01-01-04.pt,4
Actor_04\03-01-04-02-01-02-04.pt,4
Actor_04\03-01-04-02-02-01-04.pt,4
Actor_04\03-01-04-02-02-02-04.pt,4
Actor_04\03-01-05-01-01-01-04.pt,5
Actor_04\03-01-05-01-01-02-04.pt,5
Actor_04\03-01-05-01-02-01-04.pt,5
Actor_04\03-01-05-01-02-02-04.pt,5
Actor_04\03-01-05-02-01-01-04.pt,5
Actor_04\03-01-05-02-01-02-04.pt,5
Actor_04\03-01-05-02-02-01-04.pt,5
Actor_04\03-01-05-02-02-02-04.pt,5
Actor_04\03-01-06-01-01-01-04.pt,6
Actor_04\03-01-06-01-01-02-04.pt,6
Actor_04\03-01-06-01-02-01-04.pt,6
Actor_04\03-01-06-01-02-02-04.pt,6
Actor_04\03-01-06-02-01-01-04.pt,6
Actor_04\03-01-06-02-01-02-04.pt,6
Actor_04\03-01-06-02-02-01-04.pt,6
Actor_04\03-01-06-02-02-02-04.pt,6
Actor_04\03-01-07-01-01-01-04.pt,7
Actor_04\03-01-07-01-01-02-04.pt,7
Actor_04\03-01-07-01-02-01-04.pt,7
Actor_04\03-01-07-01-02-02-04.pt,7
Actor_04\03-01-07-02-01-01-04.pt,7
Actor_04\03-01-07-02-01-02-04.pt,7
Actor_04\03-01-07-02-02-01-04.pt,7
Actor_04\03-01-07-02-02-02-04.pt,7
Actor_04\03-01-08-01-01-01-04.pt,8
Actor_04\03-01-08-01-01-02-04.pt,8
Actor_04\03-01-08-01-02-01-04.pt,8
Actor_04\03-01-08-01-02-02-04.pt,8
Actor_04\03-01-08-02-01-01-04.pt,8
Actor_04\03-01-08-02-01-02-04.pt,8
Actor_04\03-01-08-02-02-01-04.pt,8
Actor_04\03-01-08-02-02-02-04.pt,8
Actor_05\03-01-01-01-01-01-05.pt,1
Actor_05\03-01-01-01-01-02-05.pt,1
Actor_05\03-01-01-01-02-01-05.pt,1
Actor_05\03-01-01-01-02-02-05.pt,1
Actor_05\03-01-02-01-01-01-05.pt,2
Actor_05\03-01-02-01-01-02-05.pt,2
Actor_05\03-01-02-01-02-01-05.pt,2
Actor_05\03-01-02-01-02-02-05.pt,2
Actor_05\03-01-02-02-01-01-05.pt,2
Actor_05\03-01-02-02-01-02-05.pt,2
Actor_05\03-01-02-02-02-01-05.pt,2
Actor_05\03-01-02-02-02-02-05.pt,2
Actor_05\03-01-03-01-01-01-05.pt,3
Actor_05\03-01-03-01-01-02-05.pt,3
Actor_05\03-01-03-01-02-01-05.pt,3
Actor_05\03-01-03-01-02-02-05.pt,3
Actor_05\03-01-03-02-01-01-05.pt,3
Actor_05\03-01-03-02-01-02-05.pt,3
Actor_05\03-01-03-02-02-01-05.pt,3
Actor_05\03-01-03-02-02-02-05.pt,3
Actor_05\03-01-04-01-01-01-05.pt,4
Actor_05\03-01-04-01-01-02-05.pt,4
Actor_05\03-01-04-01-02-01-05.pt,4
Actor_05\03-01-04-01-02-02-05.pt,4
Actor_05\03-01-04-02-01-01-05.pt,4
Actor_05\03-01-04-02-01-02-05.pt,4
Actor_05\03-01-04-02-02-01-05.pt,4
Actor_05\03-01-04-02-02-02-05.pt,4
Actor_05\03-01-05-01-01-01-05.pt,5
Actor_05\03-01-05-01-01-02-05.pt,5
Actor_05\03-01-05-01-02-01-05.pt,5
Actor_05\03-01-05-01-02-02-05.pt,5
Actor_05\03-01-05-02-01-01-05.pt,5
Actor_05\03-01-05-02-01-02-05.pt,5
Actor_05\03-01-05-02-02-01-05.pt,5
Actor_05\03-01-05-02-02-02-05.pt,5
Actor_05\03-01-06-01-01-01-05.pt,6
Actor_05\03-01-06-01-01-02-05.pt,6
Actor_05\03-01-06-01-02-01-05.pt,6
Actor_05\03-01-06-01-02-02-05.pt,6
Actor_05\03-01-06-02-01-01-05.pt,6
Actor_05\03-01-06-02-01-02-05.pt,6
Actor_05\03-01-06-02-02-01-05.pt,6
Actor_05\03-01-06-02-02-02-05.pt,6
Actor_05\03-01-07-01-01-01-05.pt,7
Actor_05\03-01-07-01-01-02-05.pt,7
Actor_05\03-01-07-01-02-01-05.pt,7
Actor_05\03-01-07-01-02-02-05.pt,7
Actor_05\03-01-07-02-01-01-05.pt,7
Actor_05\03-01-07-02-01-02-05.pt,7
Actor_05\03-01-07-02-02-01-05.pt,7
Actor_05\03-01-07-02-02-02-05.pt,7
Actor_05\03-01-08-01-01-01-05.pt,8
Actor_05\03-01-08-01-01-02-05.pt,8
Actor_05\03-01-08-01-02-01-05.pt,8
Actor_05\03-01-08-01-02-02-05.pt,8
Actor_05\03-01-08-02-01-01-05.pt,8
Actor_05\03-01-08-02-01-02-05.pt,8
Actor_05\03-01-08-02-02-01-05.pt,8
Actor_05\03-01-08-02-02-02-05.pt,8
Actor_06\03-01-01-01-01-01-06.pt,1
Actor_06\03-01-01-01-01-02-06.pt,1
Actor_06\03-01-01-01-02-01-06.pt,1
Actor_06\03-01-01-01-02-02-06.pt,1
Actor_06\03-01-02-01-01-01-06.pt,2
Actor_06\03-01-02-01-01-02-06.pt,2
Actor_06\03-01-02-01-02-01-06.pt,2
Actor_06\03-01-02-01-02-02-06.pt,2
Actor_06\03-01-02-02-01-01-06.pt,2
Actor_06\03-01-02-02-01-02-06.pt,2
Actor_06\03-01-02-02-02-01-06.pt,2
Actor_06\03-01-02-02-02-02-06.pt,2
Actor_06\03-01-03-01-01-01-06.pt,3
Actor_06\03-01-03-01-01-02-06.pt,3
Actor_06\03-01-03-01-02-01-06.pt,3
Actor_06\03-01-03-01-02-02-06.pt,3
Actor_06\03-01-03-02-01-01-06.pt,3
Actor_06\03-01-03-02-01-02-06.pt,3
Actor_06\03-01-03-02-02-01-06.pt,3
Actor_06\03-01-03-02-02-02-06.pt,3
Actor_06\03-01-04-01-01-01-06.pt,4
Actor_06\03-01-04-01-01-02-06.pt,4
Actor_06\03-01-04-01-02-01-06.pt,4
Actor_06\03-01-04-01-02-02-06.pt,4
Actor_06\03-01-04-02-01-01-06.pt,4
Actor_06\03-01-04-02-01-02-06.pt,4
Actor_06\03-01-04-02-02-01-06.pt,4
Actor_06\03-01-04-02-02-02-06.pt,4
Actor_06\03-01-05-01-01-01-06.pt,5
Actor_06\03-01-05-01-01-02-06.pt,5
Actor_06\03-01-05-01-02-01-06.pt,5
Actor_06\03-01-05-01-02-02-06.pt,5
Actor_06\03-01-05-02-01-01-06.pt,5
Actor_06\03-01-05-02-01-02-06.pt,5
Actor_06\03-01-05-02-02-01-06.pt,5
Actor_06\03-01-05-02-02-02-06.pt,5
Actor_06\03-01-06-01-01-01-06.pt,6
Actor_06\03-01-06-01-01-02-06.pt,6
Actor_06\03-01-06-01-02-01-06.pt,6
Actor_06\03-01-06-01-02-02-06.pt,6
Actor_06\03-01-06-02-01-01-06.pt,6
Actor_06\03-01-06-02-01-02-06.pt,6
Actor_06\03-01-06-02-02-01-06.pt,6
Actor_06\03-01-06-02-02-02-06.pt,6
Actor_06\03-01-07-01-01-01-06.pt,7
Actor_06\03-01-07-01-01-02-06.pt,7
Actor_06\03-01-07-01-02-01-06.pt,7
Actor_06\03-01-07-01-02-02-06.pt,7
Actor_06\03-01-07-02-01-01-06.pt,7
Actor_06\03-01-07-02-01-02-06.pt,7
Actor_06\03-01-07-02-02-01-06.pt,7
Actor_06\03-01-07-02-02-02-06.pt,7
Actor_06\03-01-08-01-01-01-06.pt,8
Actor_06\03-01-08-01-01-02-06.pt,8
Actor_06\03-01-08-01-02-01-06.pt,8
Actor_06\03-01-08-01-02-02-06.pt,8
Actor_06\03-01-08-02-01-01-06.pt,8
Actor_06\03-01-08-02-01-02-06.pt,8
Actor_06\03-01-08-02-02-01-06.pt,8
Actor_06\03-01-08-02-02-02-06.pt,8
Actor_07\03-01-01-01-01-01-07.pt,1
Actor_07\03-01-01-01-01-02-07.pt,1
Actor_07\03-01-01-01-02-01-07.pt,1
Actor_07\03-01-01-01-02-02-07.pt,1
Actor_07\03-01-02-01-01-01-07.pt,2
Actor_07\03-01-02-01-01-02-07.pt,2
Actor_07\03-01-02-01-02-01-07.pt,2
Actor_07\03-01-02-01-02-02-07.pt,2
Actor_07\03-01-02-02-01-01-07.pt,2
Actor_07\03-01-02-02-01-02-07.pt,2
Actor_07\03-01-02-02-02-01-07.pt,2
Actor_07\03-01-02-02-02-02-07.pt,2
Actor_07\03-01-03-01-01-01-07.pt,3
Actor_07\03-01-03-01-01-02-07.pt,3
Actor_07\03-01-03-01-02-01-07.pt,3
Actor_07\03-01-03-01-02-02-07.pt,3
Actor_07\03-01-03-02-01-01-07.pt,3
Actor_07\03-01-03-02-01-02-07.pt,3
Actor_07\03-01-03-02-02-01-07.pt,3
Actor_07\03-01-03-02-02-02-07.pt,3
Actor_07\03-01-04-01-01-01-07.pt,4
Actor_07\03-01-04-01-01-02-07.pt,4
Actor_07\03-01-04-01-02-01-07.pt,4
Actor_07\03-01-04-01-02-02-07.pt,4
Actor_07\03-01-04-02-01-01-07.pt,4
Actor_07\03-01-04-02-01-02-07.pt,4
Actor_07\03-01-04-02-02-01-07.pt,4
Actor_07\03-01-04-02-02-02-07.pt,4
Actor_07\03-01-05-01-01-01-07.pt,5
Actor_07\03-01-05-01-01-02-07.pt,5
Actor_07\03-01-05-01-02-01-07.pt,5
Actor_07\03-01-05-01-02-02-07.pt,5
Actor_07\03-01-05-02-01-01-07.pt,5
Actor_07\03-01-05-02-01-02-07.pt,5
Actor_07\03-01-05-02-02-01-07.pt,5
Actor_07\03-01-05-02-02-02-07.pt,5
Actor_07\03-01-06-01-01-01-07.pt,6
Actor_07\03-01-06-01-01-02-07.pt,6
Actor_07\03-01-06-01-02-01-07.pt,6
Actor_07\03-01-06-01-02-02-07.pt,6
Actor_07\03-01-06-02-01-01-07.pt,6
Actor_07\03-01-06-02-01-02-07.pt,6
Actor_07\03-01-06-02-02-01-07.pt,6
Actor_07\03-01-06-02-02-02-07.pt,6
Actor_07\03-01-07-01-01-01-07.pt,7
Actor_07\03-01-07-01-01-02-07.pt,7
Actor_07\03-01-07-01-02-01-07.pt,7
Actor_07\03-01-07-01-02-02-07.pt,7
Actor_07\03-01-07-02-01-01-07.pt,7
Actor_07\03-01-07-02-01-02-07.pt,7
Actor_07\03-01-07-02-02-01-07.pt,7
Actor_07\03-01-07-02-02-02-07.pt,7
Actor_07\03-01-08-01-01-01-07.pt,8
Actor_07\03-01-08-01-01-02-07.pt,8
Actor_07\03-01-08-01-02-01-07.pt,8
Actor_07\03-01-08-01-02-02-07.pt,8
Actor_07\03-01-08-02-01-01-07.pt,8
Actor_07\03-01-08-02-01-02-07.pt,8
Actor_07\03-01-08-02-02-01-07.pt,8
Actor_07\03-01-08-02-02-02-07.pt,8
Actor_08\03-01-01-01-01-01-08.pt,1
Actor_08\03-01-01-01-01-02-08.pt,1
Actor_08\03-01-01-01-02-01-08.pt,1
Actor_08\03-01-01-01-02-02-08.pt,1
Actor_08\03-01-02-01-01-01-08.pt,2
Actor_08\03-01-02-01-01-02-08.pt,2
Actor_08\03-01-02-01-02-01-08.pt,2
Actor_08\03-01-02-01-02-02-08.pt,2
Actor_08\03-01-02-02-01-01-08.pt,2
Actor_08\03-01-02-02-01-02-08.pt,2
Actor_08\03-01-02-02-02-01-08.pt,2
Actor_08\03-01-02-02-02-02-08.pt,2
Actor_08\03-01-03-01-01-01-08.pt,3
Actor_08\03-01-03-01-01-02-08.pt,3
Actor_08\03-01-03-01-02-01-08.pt,3
Actor_08\03-01-03-01-02-02-08.pt,3
Actor_08\03-01-03-02-01-01-08.pt,3
Actor_08\03-01-03-02-01-02-08.pt,3
Actor_08\03-01-03-02-02-01-08.pt,3
Actor_08\03-01-03-02-02-02-08.pt,3
Actor_08\03-01-04-01-01-01-08.pt,4
Actor_08\03-01-04-01-01-02-08.pt,4
Actor_08\03-01-04-01-02-01-08.pt,4
Actor_08\03-01-04-01-02-02-08.pt,4
Actor_08\03-01-04-02-01-01-08.pt,4
Actor_08\03-01-04-02-01-02-08.pt,4
Actor_08\03-01-04-02-02-01-08.pt,4
Actor_08\03-01-04-02-02-02-08.pt,4
Actor_08\03-01-05-01-01-01-08.pt,5
Actor_08\03-01-05-01-01-02-08.pt,5
Actor_08\03-01-05-01-02-01-08.pt,5
Actor_08\03-01-05-01-02-02-08.pt,5
Actor_08\03-01-05-02-01-01-08.pt,5
Actor_08\03-01-05-02-01-02-08.pt,5
Actor_08\03-01-05-02-02-01-08.pt,5
Actor_08\03-01-05-02-02-02-08.pt,5
Actor_08\03-01-06-01-01-01-08.pt,6
Actor_08\03-01-06-01-01-02-08.pt,6
Actor_08\03-01-06-01-02-01-08.pt,6
Actor_08\03-01-06-01-02-02-08.pt,6
Actor_08\03-01-06-02-01-01-08.pt,6
Actor_08\03-01-06-02-01-02-08.pt,6
Actor_08\03-01-06-02-02-01-08.pt,6
Actor_08\03-01-06-02-02-02-08.pt,6
Actor_08\03-01-07-01-01-01-08.pt,7
Actor_08\03-01-07-01-01-02-08.pt,7
Actor_08\03-01-07-01-02-01-08.pt,7
Actor_08\03-01-07-01-02-02-08.pt,7
Actor_08\03-01-07-02-01-01-08.pt,7
Actor_08\03-01-07-02-01-02-08.pt,7
Actor_08\03-01-07-02-02-01-08.pt,7
Actor_08\03-01-07-02-02-02-08.pt,7
Actor_08\03-01-08-01-01-01-08.pt,8
Actor_08\03-01-08-01-01-02-08.pt,8
Actor_08\03-01-08-01-02-01-08.pt,8
Actor_08\03-01-08-01-02-02-08.pt,8
Actor_08\03-01-08-02-01-01-08.pt,8
Actor_08\03-01-08-02-01-02-08.pt,8
Actor_08\03-01-08-02-02-01-08.pt,8
Actor_08\03-01-08-02-02-02-08.pt,8
Actor_09\03-01-01-01-01-01-09.pt,1
Actor_09\03-01-01-01-01-02-09.pt,1
Actor_09\03-01-01-01-02-01-09.pt,1
Actor_09\03-01-01-01-02-02-09.pt,1
Actor_09\03-01-02-01-01-01-09.pt,2
Actor_09\03-01-02-01-01-02-09.pt,2
Actor_09\03-01-02-01-02-01-09.pt,2
Actor_09\03-01-02-01-02-02-09.pt,2
Actor_09\03-01-02-02-01-01-09.pt,2
Actor_09\03-01-02-02-01-02-09.pt,2
Actor_09\03-01-02-02-02-01-09.pt,2
Actor_09\03-01-02-02-02-02-09.pt,2
Actor_09\03-01-03-01-01-01-09.pt,3
Actor_09\03-01-03-01-01-02-09.pt,3
Actor_09\03-01-03-01-02-01-09.pt,3
Actor_09\03-01-03-01-02-02-09.pt,3
Actor_09\03-01-03-02-01-01-09.pt,3
Actor_09\03-01-03-02-01-02-09.pt,3
Actor_09\03-01-03-02-02-01-09.pt,3
Actor_09\03-01-03-02-02-02-09.pt,3
Actor_09\03-01-04-01-01-01-09.pt,4
Actor_09\03-01-04-01-01-02-09.pt,4
Actor_09\03-01-04-01-02-01-09.pt,4
Actor_09\03-01-04-01-02-02-09.pt,4
Actor_09\03-01-04-02-01-01-09.pt,4
Actor_09\03-01-04-02-01-02-09.pt,4
Actor_09\03-01-04-02-02-01-09.pt,4
Actor_09\03-01-04-02-02-02-09.pt,4
Actor_09\03-01-05-01-01-01-09.pt,5
Actor_09\03-01-05-01-01-02-09.pt,5
Actor_09\03-01-05-01-02-01-09.pt,5
Actor_09\03-01-05-01-02-02-09.pt,5
Actor_09\03-01-05-02-01-01-09.pt,5
Actor_09\03-01-05-02-01-02-09.pt,5
Actor_09\03-01-05-02-02-01-09.pt,5
Actor_09\03-01-05-02-02-02-09.pt,5
Actor_09\03-01-06-01-01-01-09.pt,6
Actor_09\03-01-06-01-01-02-09.pt,6
Actor_09\03-01-06-01-02-01-09.pt,6
Actor_09\03-01-06-01-02-02-09.pt,6
Actor_09\03-01-06-02-01-01-09.pt,6
Actor_09\03-01-06-02-01-02-09.pt,6
Actor_09\03-01-06-02-02-01-09.pt,6
Actor_09\03-01-06-02-02-02-09.pt,6
Actor_09\03-01-07-01-01-01-09.pt,7
Actor_09\03-01-07-01-01-02-09.pt,7
Actor_09\03-01-07-01-02-01-09.pt,7
Actor_09\03-01-07-01-02-02-09.pt,7
Actor_09\03-01-07-02-01-01-09.pt,7
Actor_09\03-01-07-02-01-02-09.pt,7
Actor_09\03-01-07-02-02-01-09.pt,7
Actor_09\03-01-07-02-02-02-09.pt,7
Actor_09\03-01-08-01-01-01-09.pt,8
Actor_09\03-01-08-01-01-02-09.pt,8
Actor_09\03-01-08-01-02-01-09.pt,8
Actor_09\03-01-08-01-02-02-09.pt,8
Actor_09\03-01-08-02-01-01-09.pt,8
Actor_09\03-01-08-02-01-02-09.pt,8
Actor_09\03-01-08-02-02-01-09.pt,8
Actor_09\03-01-08-02-02-02-09.pt,8
Actor_10\03-01-01-01-01-01-10.pt,1
Actor_10\03-01-01-01-01-02-10.pt,1
Actor_10\03-01-01-01-02-01-10.pt,1
Actor_10\03-01-01-01-02-02-10.pt,1
Actor_10\03-01-02-01-01-01-10.pt,2
Actor_10\03-01-02-01-01-02-10.pt,2
Actor_10\03-01-02-01-02-01-10.pt,2
Actor_10\03-01-02-01-02-02-10.pt,2
Actor_10\03-01-02-02-01-01-10.pt,2
Actor_10\03-01-02-02-01-02-10.pt,2
Actor_10\03-01-02-02-02-01-10.pt,2
Actor_10\03-01-02-02-02-02-10.pt,2
Actor_10\03-01-03-01-01-01-10.pt,3
Actor_10\03-01-03-01-01-02-10.pt,3
Actor_10\03-01-03-01-02-01-10.pt,3
Actor_10\03-01-03-01-02-02-10.pt,3
Actor_10\03-01-03-02-01-01-10.pt,3
Actor_10\03-01-03-02-01-02-10.pt,3
Actor_10\03-01-03-02-02-01-10.pt,3
